model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm
mistral:7b,CAO15608,B,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.86]",0.54,State forces (Cameroon)
mistral:7b,CAO11527,B,B,0.95,"[0.1, 0.25, 0.3, 0.1, 0.05, 0.2]",0.54,State forces (Cameroon)
mistral:7b,CAO9976,S,E,0.95,"[0.05, 0.05, 0.8, 0.0, 0.0, 0.1]",0.53,State forces (Cameroon)
mistral:7b,CAO9790,B,B,0.95,"[0.1, 0.8, 0.02, 0.03, 0.02, 0.07]",0.54,State forces (Cameroon)
mistral:7b,CAO2828,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.52,State forces (Cameroon)
mistral:7b,CAO12627,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO13117,B,B,0.95,"[0.05, 0.2, 0.1, 0.02, 0.01, 0.68]",0.53,State forces (Cameroon)
mistral:7b,CAO3310,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.54,State forces (Cameroon)
mistral:7b,CAO6179,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.52,State forces (Cameroon)
mistral:7b,CAO13900,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.01, 0.81]",0.53,State forces (Cameroon)
mistral:7b,CAO14085,S,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.53,State forces (Cameroon)
mistral:7b,CAO15187,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.01, 0.0]",0.52,State forces (Cameroon)
mistral:7b,CAO9705,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.86]",0.54,State forces (Cameroon)
mistral:7b,CAO6892,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.52,State forces (Cameroon)
mistral:7b,CAO5673,V,V,0.95,"[0.1, 0.02, 0.01, 0.0, 0.0, 0.87]",0.51,State forces (Cameroon)
mistral:7b,CAO2947,V,V,0.85,"[0.15, 0.05, 0.02, 0.01, 0.01, 0.72]",0.52,State forces (Cameroon)
mistral:7b,CAO10446,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO10858,B,B,0.85,"[0.1, 0.2, 0.3, 0.15, 0.05, 0.2]",0.53,State forces (Cameroon)
mistral:7b,CAO5105,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.52,State forces (Cameroon)
mistral:7b,CAO11756,V,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.54,State forces (Cameroon)
mistral:7b,CAO7761,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.01, 0.0]",0.54,State forces (Cameroon)
mistral:7b,CAO5330,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO15406,B,B,0.95,"[0.05, 0.85, 0.02, 0.01, 0.03, 0.04]",0.53,State forces (Cameroon)
mistral:7b,CAO6494,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.86]",0.53,State forces (Cameroon)
mistral:7b,CAO8679,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.01, 0.0]",0.54,State forces (Cameroon)
mistral:7b,CAO11862,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO7879,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO3141,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.51,State forces (Cameroon)
mistral:7b,CAO5272,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO13702,E,V,0.85,"[0.15, 0.05, 0.03, 0.02, 0.01, 0.74]",0.54,State forces (Cameroon)
mistral:7b,CAO12108,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.54,State forces (Cameroon)
mistral:7b,CAO3149,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO12365,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.52,State forces (Cameroon)
mistral:7b,CAO4088,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO7957,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.01, 0.0]",0.53,State forces (Cameroon)
mistral:7b,CAO8739,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.54,State forces (Cameroon)
mistral:7b,CAO4504,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO14469,S,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.81]",0.55,State forces (Cameroon)
mistral:7b,CAO4185,B,B,0.95,"[0.1, 0.85, 0.02, 0.0, 0.02, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO15046,S,B,0.85,"[0.1, 0.15, 0.2, 0.1, 0.1, 0.25]",0.53,State forces (Cameroon)
mistral:7b,CAO10405,B,B,0.95,"[0.05, 0.85, 0.01, 0.02, 0.01, 0.06]",0.53,State forces (Cameroon)
mistral:7b,CAO8359,B,B,0.85,"[0.1, 0.2, 0.15, 0.05, 0.05, 0.4]",0.54,State forces (Cameroon)
mistral:7b,CAO11538,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO9044,V,B,0.85,"[0.1, 0.15, 0.2, 0.3, 0.1, 0.15]",0.53,State forces (Cameroon)
mistral:7b,CAO12240,B,B,0.95,"[0.1, 0.8, 0.02, 0.03, 0.02, 0.07]",0.53,State forces (Cameroon)
mistral:7b,CAO11000,S,B,0.95,"[0.05, 0.2, 0.1, 0.02, 0.01, 0.62]",0.53,State forces (Cameroon)
mistral:7b,CAO6030,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO6121,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.52,State forces (Cameroon)
mistral:7b,CAO5190,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.01, 0.81]",0.52,State forces (Cameroon)
mistral:7b,CAO3145,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO9333,S,O,0.85,"[0.1, 0.05, 0.03, 0.02, 0.01, 0.74]",0.54,State forces (Cameroon)
mistral:7b,CAO3511,B,B,0.95,"[0.1, 0.85, 0.02, 0.0, 0.0, 0.03]",0.53,State forces (Cameroon)
mistral:7b,CAO9359,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO12441,V,B,0.85,"[0.1, 0.15, 0.2, 0.1, 0.1, 0.25]",0.53,State forces (Cameroon)
mistral:7b,CAO8023,S,E,0.95,"[0.1, 0.05, 0.2, 0.02, 0.0, 0.68]",0.52,State forces (Cameroon)
mistral:7b,CAO3899,S,P,0.85,"[0.1, 0.12, 0.05, 0.85, 0.03, 0.05]",0.54,State forces (Cameroon)
mistral:7b,CAO5141,S,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.53,State forces (Cameroon)
mistral:7b,CAO6034,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.05, 0.15]",0.53,State forces (Cameroon)
mistral:7b,CAO12569,B,B,0.95,"[0.05, 0.85, 0.02, 0.01, 0.03, 0.04]",0.54,State forces (Cameroon)
mistral:7b,CAO15525,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO8160,S,R,0.85,"[0.1, 0.05, 0.02, 0.7, 0.03, 0.1]",0.53,State forces (Cameroon)
mistral:7b,CAO7007,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.86]",0.54,State forces (Cameroon)
mistral:7b,CAO5832,B,B,0.95,"[0.1, 0.25, 0.1, 0.1, 0.1, 0.25]",0.53,State forces (Cameroon)
mistral:7b,CAO15743,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.54,State forces (Cameroon)
mistral:7b,CAO5397,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO4207,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.86]",0.53,State forces (Cameroon)
mistral:7b,CAO4815,B,B,0.95,"[0.05, 0.85, 0.02, 0.01, 0.03, 0.04]",0.53,State forces (Cameroon)
mistral:7b,CAO3470,B,B,0.95,"[0.05, 0.85, 0.02, 0.01, 0.03, 0.04]",0.52,State forces (Cameroon)
mistral:7b,CAO9866,V,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.53,State forces (Cameroon)
mistral:7b,CAO15919,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.81]",0.54,State forces (Cameroon)
mistral:7b,CAO7976,B,B,0.85,"[0.1, 0.2, 0.3, 0.05, 0.05, 0.25]",0.53,State forces (Cameroon)
mistral:7b,CAO12000,S,P,0.75,"[0.1, 0.12, 0.15, 0.3, 0.1, 0.18]",0.54,State forces (Cameroon)
mistral:7b,CAO6351,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO17219,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO15901,S,B,0.95,"[0.05, 0.2, 0.1, 0.03, 0.02, 0.6]",0.53,State forces (Cameroon)
mistral:7b,CAO12651,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO14256,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO4741,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.54,State forces (Cameroon)
mistral:7b,CAO11427,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.55,State forces (Cameroon)
mistral:7b,CAO11938,B,B,0.95,"[0.1, 0.8, 0.02, 0.03, 0.04, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO5844,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.01, 0.0]",0.54,State forces (Cameroon)
mistral:7b,CAO4188,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO9208,B,B,0.95,"[0.1, 0.75, 0.05, 0.02, 0.02, 0.06]",0.53,State forces (Cameroon)
mistral:7b,CAO15607,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.55,State forces (Cameroon)
mistral:7b,CAO9136,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO3916,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.01, 0.81]",0.53,State forces (Cameroon)
mistral:7b,CAO3960,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO11829,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.52,State forces (Cameroon)
mistral:7b,CAO10061,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO10413,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.54,State forces (Cameroon)
mistral:7b,CAO11065,B,B,0.95,"[0.1, 0.8, 0.02, 0.03, 0.04, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO11682,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.55,State forces (Cameroon)
mistral:7b,CAO9470,B,B,0.95,"[0.1, 0.8, 0.02, 0.03, 0.04, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO12712,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.52,State forces (Cameroon)
mistral:7b,CAO5093,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO9474,S,B,0.85,"[0.1, 0.2, 0.15, 0.05, 0.05, 0.4]",0.52,State forces (Cameroon)
mistral:7b,CAO3385,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.52,State forces (Cameroon)
mistral:7b,CAO11977,S,B,0.85,"[0.1, 0.15, 0.2, 0.1, 0.1, 0.25]",0.52,State forces (Cameroon)
mistral:7b,CAO10307,V,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.53,State forces (Cameroon)
mistral:7b,CAO11073,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.52,State forces (Cameroon)
mistral:7b,CAO9291,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.54,State forces (Cameroon)
mistral:7b,CAO11956,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO9683,S,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO15779,V,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.53,State forces (Cameroon)
mistral:7b,CAO3215,S,E,0.95,"[0.1, 0.05, 0.8, 0.0, 0.0, 0.05]",0.56,State forces (Cameroon)
mistral:7b,CAO13820,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO11316,V,V,0.95,"[0.1, 0.02, 0.01, 0.0, 0.0, 0.87]",0.52,State forces (Cameroon)
mistral:7b,CAO15410,S,B,0.85,"[0.1, 0.15, 0.2, 0.1, 0.1, 0.35]",0.54,State forces (Cameroon)
mistral:7b,CAO12142,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO12419,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.52,State forces (Cameroon)
mistral:7b,CAO13635,V,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.54,State forces (Cameroon)
mistral:7b,CAO12596,B,B,0.95,"[0.05, 0.85, 0.02, 0.01, 0.03, 0.04]",0.52,State forces (Cameroon)
mistral:7b,CAO3698,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.01, 0.0]",0.52,State forces (Cameroon)
mistral:7b,CAO4644,B,B,0.95,"[0.05, 0.85, 0.01, 0.02, 0.01, 0.06]",0.54,State forces (Cameroon)
mistral:7b,CAO4669,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO5454,B,B,0.85,"[0.1, 0.2, 0.15, 0.05, 0.05, 0.4]",0.53,State forces (Cameroon)
mistral:7b,CAO7691,S,V,0.85,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.54,State forces (Cameroon)
mistral:7b,CAO5725,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.81]",0.55,State forces (Cameroon)
mistral:7b,CAO10111,B,B,0.95,"[0.05, 0.85, 0.02, 0.01, 0.03, 0.04]",0.54,State forces (Cameroon)
mistral:7b,CAO10598,B,B,0.95,"[0.1, 0.8, 0.02, 0.03, 0.04, 0.01]",0.52,State forces (Cameroon)
mistral:7b,CAO11023,B,B,0.95,"[0.1, 0.85, 0.02, 0.01, 0.01, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO10193,S,B,0.85,"[0.1, 0.15, 0.2, 0.1, 0.1, 0.35]",0.54,State forces (Cameroon)
mistral:7b,CAO3941,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.81]",0.54,State forces (Cameroon)
mistral:7b,CAO15212,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.81]",0.54,State forces (Cameroon)
mistral:7b,CAO5144,V,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.53,State forces (Cameroon)
mistral:7b,CAO14544,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.53,State forces (Cameroon)
mistral:7b,CAO10921,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.86]",0.53,State forces (Cameroon)
mistral:7b,CAO9963,S,E,0.95,"[0.05, 0.05, 0.8, 0.0, 0.0, 0.1]",0.54,State forces (Cameroon)
mistral:7b,CAO10946,B,B,0.85,"[0.1, 0.2, 0.15, 0.05, 0.05, 0.4]",0.52,State forces (Cameroon)
mistral:7b,CAO3229,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.01, 0.0]",0.53,State forces (Cameroon)
mistral:7b,CAO12259,B,B,0.95,"[0.1, 0.8, 0.02, 0.03, 0.02, 0.07]",0.52,State forces (Cameroon)
mistral:7b,CAO12699,S,P,0.85,"[0.1, 0.05, 0.02, 0.85, 0.0, 0.03]",0.52,State forces (Cameroon)
mistral:7b,CAO4228,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO10960,S,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.54,State forces (Cameroon)
mistral:7b,CAO14942,S,V,0.95,"[0.1, 0.05, 0.0, 0.0, 0.0, 0.85]",0.54,State forces (Cameroon)
mistral:7b,CAO3988,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO10854,B,B,0.95,"[0.1, 0.25, 0.1, 0.1, 0.1, 0.25]",0.53,State forces (Cameroon)
mistral:7b,CAO10317,B,B,0.95,"[0.05, 0.85, 0.02, 0.01, 0.03, 0.04]",0.53,State forces (Cameroon)
mistral:7b,CAO4938,B,B,0.95,"[0.1, 0.75, 0.05, 0.02, 0.02, 0.06]",0.53,State forces (Cameroon)
mistral:7b,CAO9996,B,B,0.95,"[0.1, 0.75, 0.05, 0.02, 0.02, 0.06]",0.54,State forces (Cameroon)
mistral:7b,CAO7870,B,B,0.95,"[0.1, 0.85, 0.02, 0.02, 0.0, 0.01]",0.54,State forces (Cameroon)
mistral:7b,CAO6779,V,V,0.95,"[0.1, 0.05, 0.02, 0.0, 0.0, 0.83]",0.53,State forces (Cameroon)
mistral:7b,CAO13662,B,B,0.95,"[0.1, 0.8, 0.02, 0.03, 0.02, 0.07]",0.55,State forces (Cameroon)
mistral:7b,CAO11425,B,B,0.95,"[0.1, 0.25, 0.3, 0.05, 0.05, 0.25]",0.54,State forces (Cameroon)
mistral:7b,CAO14297,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.01, 0.81]",0.53,State forces (Cameroon)
mistral:7b,CAO11952,V,B,0.95,"[0.1, 0.25, 0.1, 0.05, 0.05, 0.45]",0.54,State forces (Cameroon)
mistral:7b,CAO3731,V,V,0.95,"[0.1, 0.02, 0.01, 0.0, 0.0, 0.87]",0.53,State forces (Cameroon)
