model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm
gemma3:4b,CAO12240,B,B,0.95,"[0.15, 0.1, 0.1, 0.05, 0.05, 0.15]",1.77,State forces (Cameroon)
gemma3:4b,CAO11000,S,V,0.85,"[0.15, 0.2, 0.1, 0.1, 0.25, 0.1]",1.7,State forces (Cameroon)
gemma3:4b,CAO6030,B,B,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.89,State forces (Cameroon)
gemma3:4b,CAO6121,V,V,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.9,State forces (Cameroon)
gemma3:4b,CAO5190,V,V,0.95,"[0.15, 0.1, 0.05, 0.1, 0.15, 0.25]",2.16,State forces (Cameroon)
gemma3:4b,CAO3145,V,V,0.95,"[0.15, 0.1, 0.05, 0.18, 0.12, 0.35]",1.84,State forces (Cameroon)
gemma3:4b,CAO9333,S,V,0.85,"[0.15, 0.2, 0.1, 0.1, 0.15, 0.2]",1.74,State forces (Cameroon)
gemma3:4b,CAO3511,B,B,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.81,State forces (Cameroon)
gemma3:4b,CAO9359,S,V,0.85,"[0.15, 0.1, 0.12, 0.08, 0.18, 0.2]",1.9,State forces (Cameroon)
gemma3:4b,CAO12441,V,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.88,State forces (Cameroon)
gemma3:4b,CAO8023,S,E,0.85,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.4]",1.9,State forces (Cameroon)
gemma3:4b,CAO3899,S,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.66,State forces (Cameroon)
gemma3:4b,CAO5141,S,1,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.9,State forces (Cameroon)
gemma3:4b,CAO6034,B,B,0.95,"[0.1, 0.15, 0.2, 0.1, 0.25, 0.2]",1.76,State forces (Cameroon)
gemma3:4b,CAO12569,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.84,State forces (Cameroon)
gemma3:4b,CAO15525,B,B,0.95,"[0.15, 0.2, 0.1, 0.1, 0.15, 0.2]",1.73,State forces (Cameroon)
gemma3:4b,CAO8160,S,R,0.85,"[0.1, 0.15, 0.05, 0.1, 0.15, 0.25]",1.78,State forces (Cameroon)
gemma3:4b,CAO7007,V,V,0.95,"[0.15, 0.1, 0.05, 0.1, 0.12, 0.13]",1.98,State forces (Cameroon)
gemma3:4b,CAO5832,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.72,State forces (Cameroon)
gemma3:4b,CAO15743,S,V,0.85,"[0.15, 0.1, 0.2, 0.05, 0.18, 0.32]",1.91,State forces (Cameroon)
gemma3:4b,CAO5397,B,B,0.85,"[0.15, 0.2, 0.05, 0.1, 0.18, 0.32]",1.85,State forces (Cameroon)
gemma3:4b,CAO4207,V,V,0.95,"[0.1, 0.15, 0.05, 0.1, 0.12, 0.18]",1.71,State forces (Cameroon)
gemma3:4b,CAO4815,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.75,State forces (Cameroon)
gemma3:4b,CAO3470,B,B,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.88,State forces (Cameroon)
gemma3:4b,CAO9866,V,V,0.95,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.81,State forces (Cameroon)
gemma3:4b,CAO15919,V,V,0.95,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.94,State forces (Cameroon)
gemma3:4b,CAO7976,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.91,State forces (Cameroon)
gemma3:4b,CAO12000,S,P,0.75,"[0.15, 0.1, 0.18, 0.05, 0.12, 0.35]",1.86,State forces (Cameroon)
gemma3:4b,CAO6351,S,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.89,State forces (Cameroon)
gemma3:4b,CAO17219,V,V,0.95,"[0.15, 0.1, 0.05, 0.1, 0.15, 0.25]",2.05,State forces (Cameroon)
gemma3:4b,CAO15901,S,S,0.85,"[0.1, 0.15, 0.12, 0.08, 0.17, 0.1]",1.8,State forces (Cameroon)
gemma3:4b,CAO12651,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.89,State forces (Cameroon)
gemma3:4b,CAO14256,S,V,0.85,"[0.1, 0.15, 0.12, 0.08, 0.17, 0.1]",1.81,State forces (Cameroon)
gemma3:4b,CAO4741,V,V,0.95,"[0.1, 0.15, 0.05, 0.1, 0.12, 0.13]",1.81,State forces (Cameroon)
gemma3:4b,CAO11427,B,B,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.78,State forces (Cameroon)
gemma3:4b,CAO11938,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",2.17,State forces (Cameroon)
gemma3:4b,CAO5844,B,B,0.95,"[0.15, 0.1, 0.1, 0.05, 0.05, 0.15]",1.77,State forces (Cameroon)
gemma3:4b,CAO4188,B,V,0.85,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.4]",1.67,State forces (Cameroon)
gemma3:4b,CAO9208,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.89,State forces (Cameroon)
gemma3:4b,CAO15607,B,B,0.85,"[0.15, 0.1, 0.12, 0.08, 0.07, 0.1]",1.85,State forces (Cameroon)
gemma3:4b,CAO9136,B,B,0.85,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.97,State forces (Cameroon)
gemma3:4b,CAO3916,V,V,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.84,State forces (Cameroon)
gemma3:4b,CAO3960,B,V,0.95,"[0.15, 0.1, 0.05, 0.1, 0.15, 0.25]",1.78,State forces (Cameroon)
gemma3:4b,CAO11829,S,V,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.69,State forces (Cameroon)
gemma3:4b,CAO10061,S,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.89,State forces (Cameroon)
gemma3:4b,CAO10413,S,1,0.95,"[0.15, 0.2, 0.1, 0.1, 0.15, 0.2]",1.89,State forces (Cameroon)
gemma3:4b,CAO11065,B,B,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.77,State forces (Cameroon)
gemma3:4b,CAO11682,S,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.78,State forces (Cameroon)
gemma3:4b,CAO9470,B,B,0.95,"[0.15, 0.1, 0.12, 0.08, 0.07, 0.1]",1.83,State forces (Cameroon)
gemma3:4b,CAO12712,V,1,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",2.19,State forces (Cameroon)
gemma3:4b,CAO5093,B,B,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.82,State forces (Cameroon)
gemma3:4b,CAO9474,S,S,0.85,"[0.15, 0.1, 0.05, 0.05, 0.05, 0.15]",1.96,State forces (Cameroon)
gemma3:4b,CAO3385,B,B,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.78,State forces (Cameroon)
gemma3:4b,CAO11977,S,V,0.85,"[0.15, 0.2, 0.1, 0.1, 0.25, 0.1]",1.79,State forces (Cameroon)
gemma3:4b,CAO10307,V,V,0.95,"[0.1, 0.15, 0.18, 0.05, 0.12, 0.2]",1.71,State forces (Cameroon)
gemma3:4b,CAO11073,B,B,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.7,State forces (Cameroon)
gemma3:4b,CAO9291,V,V,0.95,"[0.15, 0.1, 0.05, 0.18, 0.12, 0.35]",1.74,State forces (Cameroon)
gemma3:4b,CAO11956,B,B,0.95,"[0.15, 0.1, 0.1, 0.05, 0.05, 0.15]",1.86,State forces (Cameroon)
gemma3:4b,CAO9683,S,V,0.85,"[0.15, 0.1, 0.12, 0.08, 0.17, 0.2]",1.94,State forces (Cameroon)
gemma3:4b,CAO15779,V,V,0.95,"[0.1, 0.15, 0.05, 0.1, 0.15, 0.25]",1.79,State forces (Cameroon)
gemma3:4b,CAO3215,S,E,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.77,State forces (Cameroon)
gemma3:4b,CAO13820,V,V,0.95,"[0.15, 0.1, 0.12, 0.08, 0.07, 0.1]",1.89,State forces (Cameroon)
gemma3:4b,CAO11316,V,V,0.95,"[0.1, 0.15, 0.05, 0.12, 0.08, 0.15]",1.91,State forces (Cameroon)
gemma3:4b,CAO15410,S,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.92,State forces (Cameroon)
gemma3:4b,CAO12142,V,V,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.87,State forces (Cameroon)
gemma3:4b,CAO12419,B,B,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.78,State forces (Cameroon)
gemma3:4b,CAO13635,V,V,0.95,"[0.15, 0.1, 0.12, 0.08, 0.07, 0.1]",1.85,State forces (Cameroon)
gemma3:4b,CAO12596,B,B,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.73,State forces (Cameroon)
gemma3:4b,CAO3698,B,1,0.95,"[0.15, 0.1, 0.1, 0.05, 0.05, 0.15]",2.03,State forces (Cameroon)
gemma3:4b,CAO4644,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.89,State forces (Cameroon)
gemma3:4b,CAO4669,V,V,0.95,"[0.15, 0.3, 0.1, 0.05, 0.1, 0.2]",1.81,State forces (Cameroon)
gemma3:4b,CAO5454,B,V,0.95,"[0.15, 0.1, 0.05, 0.1, 0.15, 0.25]",1.71,State forces (Cameroon)
gemma3:4b,CAO7691,S,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.9,State forces (Cameroon)
gemma3:4b,CAO5725,V,V,0.95,"[0.15, 0.1, 0.12, 0.08, 0.07, 0.1]",2.05,State forces (Cameroon)
gemma3:4b,CAO10111,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.91,State forces (Cameroon)
gemma3:4b,CAO10598,B,B,0.95,"[0.15, 0.1, 0.12, 0.08, 0.07, 0.1]",1.95,State forces (Cameroon)
gemma3:4b,CAO11023,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.95,State forces (Cameroon)
gemma3:4b,CAO10193,S,V,0.85,"[0.15, 0.1, 0.12, 0.08, 0.18, 0.27]",1.89,State forces (Cameroon)
gemma3:4b,CAO3941,V,V,0.95,"[0.1, 0.2, 0.05, 0.15, 0.1, 0.2]",1.6,State forces (Cameroon)
gemma3:4b,CAO15212,V,V,0.95,"[0.15, 0.1, 0.05, 0.1, 0.05, 0.15]",1.93,State forces (Cameroon)
gemma3:4b,CAO5144,V,V,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.85,State forces (Cameroon)
gemma3:4b,CAO14544,B,B,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.97,State forces (Cameroon)
gemma3:4b,CAO10921,V,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",2.17,State forces (Cameroon)
gemma3:4b,CAO9963,S,E,0.85,"[0.15, 0.2, 0.1, 0.1, 0.25, 0.1]",1.86,State forces (Cameroon)
gemma3:4b,CAO10946,B,1,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.78,State forces (Cameroon)
gemma3:4b,CAO3229,B,1,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",1.96,State forces (Cameroon)
gemma3:4b,CAO12259,B,B,0.95,"[0.15, 0.1, 0.18, 0.05, 0.12, 0.35]",1.89,State forces (Cameroon)
gemma3:4b,CAO12699,S,R,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.99,State forces (Cameroon)
gemma3:4b,CAO4228,V,V,0.95,"[0.1, 0.15, 0.05, 0.1, 0.12, 0.13]",1.78,State forces (Cameroon)
gemma3:4b,CAO10960,S,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.75,State forces (Cameroon)
gemma3:4b,CAO14942,S,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.89,State forces (Cameroon)
gemma3:4b,CAO3988,V,V,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",2.02,State forces (Cameroon)
gemma3:4b,CAO10854,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.83,State forces (Cameroon)
gemma3:4b,CAO10317,B,B,0.95,"[0.1, 0.15, 0.2, 0.05, 0.1, 0.2]",1.89,State forces (Cameroon)
gemma3:4b,CAO4938,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",1.91,State forces (Cameroon)
gemma3:4b,CAO9996,B,V,0.85,"[0.15, 0.1, 0.12, 0.08, 0.18, 0.27]",1.63,State forces (Cameroon)
gemma3:4b,CAO7870,B,B,0.85,"[0.15, 0.2, 0.1, 0.18, 0.12, 0.25]",2.03,State forces (Cameroon)
gemma3:4b,CAO6779,V,V,0.95,"[0.15, 0.1, 0.12, 0.08, 0.07, 0.1]",1.99,State forces (Cameroon)
gemma3:4b,CAO13662,B,B,0.95,"[0.15, 0.2, 0.1, 0.05, 0.1, 0.2]",2.08,State forces (Cameroon)
gemma3:4b,CAO11425,B,B,0.95,"[0.15, 0.2, 0.1, 0.1, 0.15, 0.2]",1.72,State forces (Cameroon)
gemma3:4b,CAO14297,V,V,0.95,"[0.1, 0.15, 0.05, 0.1, 0.05, 0.3]",1.84,State forces (Cameroon)
