model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm
llama3.2:3b,CAO4338,B,B,0.9,"[0.23, 0.21, 0.15, 0.05, 0.1, 0.06]",0.65,State forces (Cameroon)
llama3.2:3b,CAO13006,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.6,State forces (Cameroon)
llama3.2:3b,CAO4239,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.65,State forces (Cameroon)
llama3.2:3b,CAO8979,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.65,State forces (Cameroon)
llama3.2:3b,CAO13845,B,B,0.8,"[0.23, 0.21, 0.19, 0.12, 0.05, 0.2]",0.63,State forces (Cameroon)
llama3.2:3b,CAO15710,S,V,0.8,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.62,State forces (Cameroon)
llama3.2:3b,CAO8017,S,S,0.8,"[0.23, 0.21, 0.05, 0.01, 0.0, 0.5]",0.68,State forces (Cameroon)
llama3.2:3b,CAO4061,S,R,0.8,"[0.01, 0.0, 0.0, 0.95, 0.03, 0.01]",0.65,State forces (Cameroon)
llama3.2:3b,CAO9658,B,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.65,State forces (Cameroon)
llama3.2:3b,CAO8684,B,B,0.9,"[0.23, 0.81, 0.01, 0.0, 0.0, 0.95]",0.65,State forces (Cameroon)
llama3.2:3b,CAO7035,V,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.2]",0.64,State forces (Cameroon)
llama3.2:3b,CAO15434,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.59,State forces (Cameroon)
llama3.2:3b,CAO9461,B,B,0.9,"[0.25, 0.3, 0.2, 0.05, 0.1, 0.1]",0.64,State forces (Cameroon)
llama3.2:3b,CAO6455,B,B,0.8,"[0.23, 0.21, 0.05, 0.01, 0.0, 0.1]",0.63,State forces (Cameroon)
llama3.2:3b,CAO10195,V,V,0.8,"[0.23, 0.0, 0.0, 0.0, 0.77]",0.63,State forces (Cameroon)
llama3.2:3b,CAO14814,V,V,0.95,"[0.23, 0.01, 0.0, 0.0, 0.74, 0.01]",0.66,State forces (Cameroon)
llama3.2:3b,CAO12973,S,E,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.66,State forces (Cameroon)
llama3.2:3b,CAO10023,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.65,State forces (Cameroon)
llama3.2:3b,CAO13959,B,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO14643,B,2,0.8,"[0.15, 0.65, 0.05, 0.0, 0.0, 0.25]",0.63,State forces (Cameroon)
llama3.2:3b,CAO7944,B,B,0.9,"[0.25, 0.65, 0.05, 0.03, 0.02, 0.0]",0.66,State forces (Cameroon)
llama3.2:3b,CAO11497,S,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO3671,B,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.64,State forces (Cameroon)
llama3.2:3b,CAO10403,B,2,0.8,"[0.02, 0.0, 0.95, 0.03, 0.0, 0.0]",0.63,State forces (Cameroon)
llama3.2:3b,CAO14548,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.65,State forces (Cameroon)
llama3.2:3b,CAO11480,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO11970,B,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO9239,S,E,0.8,"[0.15, 0.2, 0.3, 0.05, 0.1, 0.0]",0.63,State forces (Cameroon)
llama3.2:3b,CAO12285,V,V,0.95,"[0.23, 0.0, 0.0, 0.0, 0.77]",0.64,State forces (Cameroon)
llama3.2:3b,CAO3880,S,V,0.9,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.6,State forces (Cameroon)
llama3.2:3b,CAO9633,B,B,0.9,"[0.23, 0.21, 0.15, 0.12, 0.08, 0.21]",0.63,State forces (Cameroon)
llama3.2:3b,CAO4978,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO4080,B,B,0.8,"[0.24, 0.39, 0.0, 0.0, 0.37]",0.67,State forces (Cameroon)
llama3.2:3b,CAO6193,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.63,State forces (Cameroon)
llama3.2:3b,CAO3959,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.66,State forces (Cameroon)
llama3.2:3b,CAO15608,B,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.6,State forces (Cameroon)
llama3.2:3b,CAO11527,B,2,0.8,"[0.05, 0.15, 0.2, 0.0, 0.1, 0.5]",0.63,State forces (Cameroon)
llama3.2:3b,CAO9976,S,E,0.95,"[0.01, 0.0, 0.85, 0.07, 0.04, 0.03]",0.68,State forces (Cameroon)
llama3.2:3b,CAO9790,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.67,State forces (Cameroon)
llama3.2:3b,CAO2828,B,B,0.8,"[0.15, 0.65, 0.05, 0.0, 0.0, 0.25]",0.63,State forces (Cameroon)
llama3.2:3b,CAO12627,V,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.65,State forces (Cameroon)
llama3.2:3b,CAO13117,B,B,0.9,"[0.05, 0.8, 0.0, 0.01, 0.09, 0.01]",0.65,State forces (Cameroon)
llama3.2:3b,CAO3310,V,V,0.8,"[0.01, 0.0, 0.0, 0.95, 0.03, 0.01]",0.67,State forces (Cameroon)
llama3.2:3b,CAO6179,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.65,State forces (Cameroon)
llama3.2:3b,CAO13900,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO14085,S,R,0.8,"[0.21, 0.12, 0.0, 0.41, 0.26, 0.2]",0.68,State forces (Cameroon)
llama3.2:3b,CAO15187,B,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.2]",0.65,State forces (Cameroon)
llama3.2:3b,CAO9705,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO6892,B,B,0.9,"[0.05, 0.8, 0.15]",0.58,State forces (Cameroon)
llama3.2:3b,CAO5673,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO2947,V,S,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.61,State forces (Cameroon)
llama3.2:3b,CAO10446,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.65,State forces (Cameroon)
llama3.2:3b,CAO10858,B,B,0.8,"[0.24, 0.39, 0.12, 0.05, 0.0, 0.2]",0.63,State forces (Cameroon)
llama3.2:3b,CAO5105,B,B,0.9,"[0.25, 0.2, 0.05, 0.3, 0.1, 0.1]",0.64,State forces (Cameroon)
llama3.2:3b,CAO11756,V,V,0.95,"[0.23, 0.01, 0.0, 0.0, 0.0, 0.74]",0.64,State forces (Cameroon)
llama3.2:3b,CAO7761,B,B,0.8,"[0.23, 0.21, 0.12, 0.07, 0.17, 0.19]",0.67,State forces (Cameroon)
llama3.2:3b,CAO5330,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.66,State forces (Cameroon)
llama3.2:3b,CAO15406,B,2,0.9,"[0.05, 0.8, 0.0, 0.15, 0.0, 0.0]",0.6,State forces (Cameroon)
llama3.2:3b,CAO6494,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO8679,B,B,0.9,"[0.85, 0.12, 0.02, 0.01, 0.0]",0.65,State forces (Cameroon)
llama3.2:3b,CAO11862,B,B,0.9,"[0.15, 0.65, 0.05, 0.0, 0.0, 0.25]",0.69,State forces (Cameroon)
llama3.2:3b,CAO7879,B,B,0.95,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.62,State forces (Cameroon)
llama3.2:3b,CAO3141,B,B,0.8,"[0.15, 0.65, 0.05, 0.0, 0.0, 0.25]",0.62,State forces (Cameroon)
llama3.2:3b,CAO5272,V,B,0.8,"[0.15, 0.65, 0.05, 0.0, 0.0, 0.25]",0.68,State forces (Cameroon)
llama3.2:3b,CAO13702,E,E,0.8,"[0.15, 0.2, 0.3, 0.05, 0.1, 0.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO12108,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.66,State forces (Cameroon)
llama3.2:3b,CAO3149,V,V,0.95,"[0.85, 0.12, 0.02, 0.01, 0.0]",0.62,State forces (Cameroon)
llama3.2:3b,CAO12365,B,B,0.95,"[0.24, 0.81, 0.01, 0.02, 0.0, 0.12]",0.67,State forces (Cameroon)
llama3.2:3b,CAO4088,B,B,0.9,"[0.85, 0.12, 0.02, 0.01, 0.0]",0.59,State forces (Cameroon)
llama3.2:3b,CAO7957,B,B,0.9,"[0.85, 0.12, 0.02, 0.01, 0.0, 0.0]",0.66,State forces (Cameroon)
llama3.2:3b,CAO8739,V,V,0.9,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.64,State forces (Cameroon)
llama3.2:3b,CAO4504,B,B,0.95,"[0.823, 0.042, 0.0, 0.034, 0.001, 0.1]",0.65,State forces (Cameroon)
llama3.2:3b,CAO14469,S,S,0.8,"[0.23, 0.12, 0.01, 0.0, 0.0, 0.64]",0.64,State forces (Cameroon)
llama3.2:3b,CAO4185,B,B,0.9,"[0.05, 0.8, 0.0, 0.0, 0.1, 0.05]",0.65,State forces (Cameroon)
llama3.2:3b,CAO15046,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.61,State forces (Cameroon)
llama3.2:3b,CAO10405,B,B,0.8,"[0.23, 0.21, 0.12, 0.02, 0.0, 0.22]",0.63,State forces (Cameroon)
llama3.2:3b,CAO8359,B,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO11538,S,V,0.8,"[0.23, 0.0, 0.0, 0.0, 0.77]",0.56,State forces (Cameroon)
llama3.2:3b,CAO9044,V,B,0.8,"[0.15, 0.2, 0.3, 0.05, 0.1, 0.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO12240,B,B,0.9,"[0.25, 0.65, 0.05, 0.03, 0.02]",0.59,State forces (Cameroon)
llama3.2:3b,CAO11000,S,B,0.8,"[0.24, 0.21, 0.05, 0.03, 0.0, 0.27]",0.66,State forces (Cameroon)
llama3.2:3b,CAO6030,B,B,0.9,"[0.23, 0.21, 0.15, 0.12, 0.08, 0.21]",0.63,State forces (Cameroon)
llama3.2:3b,CAO6121,V,V,0.9,"[0.23, 0.0, 0.0, 0.0, 0.0, 0.77]",0.65,State forces (Cameroon)
llama3.2:3b,CAO5190,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.59,State forces (Cameroon)
llama3.2:3b,CAO3145,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.55,State forces (Cameroon)
llama3.2:3b,CAO9333,S,R,0.8,"[0.01, 0.0, 0.0, 0.95, 0.04, 0.01]",0.63,State forces (Cameroon)
llama3.2:3b,CAO3511,B,B,0.8,"[0.24, 0.21, 0.12, 0.03, 0.0, 0.4]",0.65,State forces (Cameroon)
llama3.2:3b,CAO9359,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.61,State forces (Cameroon)
llama3.2:3b,CAO12441,V,V,0.95,"[0.23, 0.01, 0.0, 0.0, 0.74, 0.01]",0.64,State forces (Cameroon)
llama3.2:3b,CAO8023,S,E,0.8,"[0.23, 0.0, 0.41, 0.15, 0.21, 0.2]",0.66,State forces (Cameroon)
llama3.2:3b,CAO3899,S,R,0.8,"[0.23, 0.21, 0.05, 0.41, 0.09, 0.01]",0.65,State forces (Cameroon)
llama3.2:3b,CAO5141,S,R,0.8,"[0.15, 0.2, 0.05, 0.3, 0.1, 0.15]",0.67,State forces (Cameroon)
llama3.2:3b,CAO6034,B,B,0.95,"[0.24, 0.31, 0.45]",0.58,State forces (Cameroon)
llama3.2:3b,CAO12569,B,B,0.95,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.66,State forces (Cameroon)
llama3.2:3b,CAO15525,B,B,0.9,"[0.25, 0.65, 0.05, 0.03, 0.02]",0.63,State forces (Cameroon)
llama3.2:3b,CAO8160,S,R,0.2,"[0.01, 0.0, 0.0, 0.95, 0.03, 0.01]",0.67,State forces (Cameroon)
llama3.2:3b,CAO7007,V,V,0.95,"[0.01, 0.0, 0.99, 0.0, 0.0, 0.0]",0.63,State forces (Cameroon)
llama3.2:3b,CAO5832,B,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.6,State forces (Cameroon)
llama3.2:3b,CAO15743,S,V,0.9,"[0.05, 0.01, 0.0, 0.0, 0.93, 0.01]",0.66,State forces (Cameroon)
llama3.2:3b,CAO5397,B,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.3]",0.68,State forces (Cameroon)
llama3.2:3b,CAO4207,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO4815,B,B,0.9,"[0.25, 0.65, 0.05, 0.03, 0.02]",0.6,State forces (Cameroon)
llama3.2:3b,CAO3470,B,B,0.95,"[0.24, 0.81, 0.0, 0.01, 0.03, 0.91]",0.66,State forces (Cameroon)
llama3.2:3b,CAO9866,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.67,State forces (Cameroon)
llama3.2:3b,CAO15919,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.67,State forces (Cameroon)
llama3.2:3b,CAO7976,B,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.3]",0.65,State forces (Cameroon)
llama3.2:3b,CAO12000,S,R,0.3,"[0.23, 0.12, 0.05, 0.2, 0.15, 0.25]",0.63,State forces (Cameroon)
llama3.2:3b,CAO6351,S,V,0.95,"[0.23, 0.0, 0.0, 0.0, 0.77]",0.63,State forces (Cameroon)
llama3.2:3b,CAO17219,V,V,1.0,"[0.0, 0.0, 0.999, 0.0, 0.0, 0.0]",0.66,State forces (Cameroon)
llama3.2:3b,CAO15901,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.65,State forces (Cameroon)
llama3.2:3b,CAO12651,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.66,State forces (Cameroon)
llama3.2:3b,CAO14256,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.64,State forces (Cameroon)
llama3.2:3b,CAO4741,V,V,0.9,"[0.05, 0.01, 0.0, 0.0, 0.0, 0.94]",0.64,State forces (Cameroon)
llama3.2:3b,CAO11427,B,B,0.9,"[0.25, 0.65, 0.05, 0.03, 0.02, 0.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO11938,B,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.2]",0.66,State forces (Cameroon)
llama3.2:3b,CAO5844,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.65,State forces (Cameroon)
llama3.2:3b,CAO4188,B,V,0.9,"[0.05, 0.01, 0.0, 0.0, 0.0, 0.94]",0.66,State forces (Cameroon)
llama3.2:3b,CAO9208,B,B,0.8,"[0.23, 0.21, 0.12, 0.02, 0.0, 0.22]",0.65,State forces (Cameroon)
llama3.2:3b,CAO15607,B,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.2]",0.65,State forces (Cameroon)
llama3.2:3b,CAO9136,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.61,State forces (Cameroon)
llama3.2:3b,CAO3916,V,V,0.9,"[0.23, 0.0, 0.0, 0.0, 0.77]",0.62,State forces (Cameroon)
llama3.2:3b,CAO3960,B,B,0.95,"[0.85, 0.12, 0.02, 0.01, 0.0]",0.63,State forces (Cameroon)
llama3.2:3b,CAO11829,S,V,0.95,"[0.23, 0.0, 0.0, 0.0, 0.0, 0.77]",0.63,State forces (Cameroon)
llama3.2:3b,CAO10061,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.66,State forces (Cameroon)
llama3.2:3b,CAO10413,S,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO11065,B,B,0.9,"[0.23, 0.21, 0.19, 0.04, 0.03, 0.29]",0.65,State forces (Cameroon)
llama3.2:3b,CAO11682,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO9470,B,2,0.8,"[0.23, 0.21, 0.19, 0.04, 0.03, 0.29]",0.65,State forces (Cameroon)
llama3.2:3b,CAO12712,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.62,State forces (Cameroon)
llama3.2:3b,CAO5093,B,B,0.9,"[0.85, 0.12, 0.02, 0.01]",0.59,State forces (Cameroon)
llama3.2:3b,CAO9474,S,B,0.8,"[0.24, 0.21, 0.05, 0.03, 0.0, 0.27]",0.64,State forces (Cameroon)
llama3.2:3b,CAO3385,B,B,0.9,"[0.823, 0.146, 0.0, 0.0, 0.031]",0.6,State forces (Cameroon)
llama3.2:3b,CAO11977,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.61,State forces (Cameroon)
llama3.2:3b,CAO10307,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.63,State forces (Cameroon)
llama3.2:3b,CAO11073,B,B,0.9,"[0.25, 0.65, 0.05, 0.03, 0.02, 0.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO9291,V,V,0.95,"[0.23, 0.01, 0.0, 0.0, 0.74, 0.01]",0.66,State forces (Cameroon)
llama3.2:3b,CAO11956,B,B,0.9,"[0.05, 0.8, 0.15]",0.56,State forces (Cameroon)
llama3.2:3b,CAO9683,S,V,0.8,"[0.23, 0.0, 0.0, 0.0, 0.77]",0.62,State forces (Cameroon)
llama3.2:3b,CAO15779,V,V,0.95,"[0.23, 0.01, 0.0, 0.0, 0.74, 0.01]",0.62,State forces (Cameroon)
llama3.2:3b,CAO3215,S,E,0.95,"[0.01, 0.0, 1.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO13820,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO11316,V,V,0.8,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.58,State forces (Cameroon)
llama3.2:3b,CAO15410,S,S,0.8,"[0.01, 0.0, 0.0, 0.95, 0.03, 0.01]",0.61,State forces (Cameroon)
llama3.2:3b,CAO12142,V,V,0.9,"[0.05, 0.8, 0.0, 0.15, 0.0, 0.0]",0.61,State forces (Cameroon)
llama3.2:3b,CAO12419,B,B,0.9,"[0.05, 0.8, 0.15]",0.6,State forces (Cameroon)
llama3.2:3b,CAO13635,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.6,State forces (Cameroon)
llama3.2:3b,CAO12596,B,B,0.95,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.67,State forces (Cameroon)
llama3.2:3b,CAO3698,B,2,0.8,"[0.23, 0.21, 0.19, 0.04, 0.03, 0.29]",0.66,State forces (Cameroon)
llama3.2:3b,CAO4644,B,B,0.9,"[0.85, 0.12, 0.02, 0.01, 0.0]",0.6,State forces (Cameroon)
llama3.2:3b,CAO4669,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.64,State forces (Cameroon)
llama3.2:3b,CAO5454,B,B,0.95,"[0.823, 0.042, 0.0, 0.0, 0.135, 0.0]",0.65,State forces (Cameroon)
llama3.2:3b,CAO7691,S,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.64,State forces (Cameroon)
llama3.2:3b,CAO5725,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.58,State forces (Cameroon)
llama3.2:3b,CAO10111,B,B,0.9,"[0.05, 0.8, 0.0, 0.15, 0.0, 0.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO10598,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.64,State forces (Cameroon)
llama3.2:3b,CAO11023,B,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.2]",0.65,State forces (Cameroon)
llama3.2:3b,CAO10193,S,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.2]",0.62,State forces (Cameroon)
llama3.2:3b,CAO3941,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.62,State forces (Cameroon)
llama3.2:3b,CAO15212,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.64,State forces (Cameroon)
llama3.2:3b,CAO5144,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.99]",0.62,State forces (Cameroon)
llama3.2:3b,CAO14544,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.64,State forces (Cameroon)
llama3.2:3b,CAO10921,V,V,0.9,"[0.25, 0.0, 0.75, 0.0, 0.0, 0.0]",0.62,State forces (Cameroon)
llama3.2:3b,CAO9963,S,E,0.8,"[0.15, 0.05, 0.9, 0.01, 0.0, 0.09]",0.64,State forces (Cameroon)
llama3.2:3b,CAO10946,B,B,0.8,"[0.23, 0.21, 0.12, 0.04, 0.2, 0.2]",0.63,State forces (Cameroon)
llama3.2:3b,CAO3229,B,B,0.9,"[0.25, 0.65, 0.05, 0.03, 0.02, 0.0]",0.63,State forces (Cameroon)
llama3.2:3b,CAO12259,B,B,0.9,"[0.05, 0.8, 0.0, 0.0, 0.1, 0.05]",0.63,State forces (Cameroon)
llama3.2:3b,CAO12699,S,S,0.8,"[0.23, 0.21, 0.05, 0.01, 0.0, 0.1]",0.66,State forces (Cameroon)
llama3.2:3b,CAO4228,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.58,State forces (Cameroon)
llama3.2:3b,CAO10960,S,V,0.8,"[0.23, 0.0, 0.0, 0.0, 0.77]",0.62,State forces (Cameroon)
llama3.2:3b,CAO14942,S,S,0.8,"[0.23, 0.21, 0.05, 0.01, 0.0, 0.5]",0.66,State forces (Cameroon)
llama3.2:3b,CAO3988,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.6,State forces (Cameroon)
llama3.2:3b,CAO10854,B,B,0.9,"[0.25, 0.2, 0.15, 0.05, 0.1, 0.25]",0.63,State forces (Cameroon)
llama3.2:3b,CAO10317,B,B,0.9,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.66,State forces (Cameroon)
llama3.2:3b,CAO4938,B,B,0.9,"[0.05, 0.8, 0.0, 0.0, 0.1, 0.05]",0.62,State forces (Cameroon)
llama3.2:3b,CAO9996,B,S,0.8,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.63,State forces (Cameroon)
llama3.2:3b,CAO7870,B,B,0.95,"[0.23, 0.81, 0.0, 0.01, 0.02, 0.93]",0.66,State forces (Cameroon)
llama3.2:3b,CAO6779,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.61,State forces (Cameroon)
llama3.2:3b,CAO13662,B,B,0.9,"[0.25, 0.2, 0.3, 0.05, 0.1, 0.1]",0.65,State forces (Cameroon)
llama3.2:3b,CAO11425,B,B,0.9,"[0.25, 0.65, 0.05, 0.03, 0.02, 0.0]",0.63,State forces (Cameroon)
llama3.2:3b,CAO14297,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.66,State forces (Cameroon)
llama3.2:3b,CAO11952,V,V,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.62,State forces (Cameroon)
llama3.2:3b,CAO3731,V,V,0.95,"[0.01, 0.0, 0.0, 0.0, 0.99]",0.62,State forces (Cameroon)
