model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
gemma3:4b,pred_conf_temp,0.4,200,1.0,109,0.545,200
gemma3:4b,pred_conf_temp,0.5,200,1.0,109,0.545,200
gemma3:4b,pred_conf_temp,0.6,200,1.0,109,0.545,200
gemma3:4b,pred_conf_temp,0.7,200,1.0,109,0.545,200
gemma3:4b,pred_conf_temp,0.8,171,0.855,101,0.591,200
gemma3:4b,pred_conf_temp,0.9,7,0.035,0,0.0,200
gemma3:4b,pred_conf_temp,0.95,0,0.0,0,,200
gemma3:4b,pred_conf_temp,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf_temp,0.0,200,1.0,101,0.505,200
llama3.2:3b,pred_conf_temp,0.1,200,1.0,101,0.505,200
llama3.2:3b,pred_conf_temp,0.2,199,0.995,101,0.508,200
llama3.2:3b,pred_conf_temp,0.3,199,0.995,101,0.508,200
llama3.2:3b,pred_conf_temp,0.4,199,0.995,101,0.508,200
llama3.2:3b,pred_conf_temp,0.5,199,0.995,101,0.508,200
llama3.2:3b,pred_conf_temp,0.6,198,0.99,101,0.51,200
llama3.2:3b,pred_conf_temp,0.7,183,0.915,89,0.486,200
llama3.2:3b,pred_conf_temp,0.8,175,0.875,87,0.497,200
llama3.2:3b,pred_conf_temp,0.9,54,0.27,29,0.537,200
llama3.2:3b,pred_conf_temp,0.95,1,0.005,0,0.0,200
llama3.2:3b,pred_conf_temp,0.99,0,0.0,0,,200
