model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm
qwen2.5,CAO4773,V,V,1.0,"[0.95, 0.03, 0.01, 0.005, 0.002, 0.001]",7.75,State forces (Cameroon)
qwen2.5,CAO4808,B,B,1.0,"[0.05, 0.9, 0.03, 0.02, 0.01, 0.0]",5.81,State forces (Cameroon)
qwen2.5,CAO10307,V,V,1.0,"[0.95, 0.03, 0.01, 0.005, 0.002, 0.001]",16.9,State forces (Cameroon)
mistral,CAO13748,V,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.7, 0.6]",26.17,State forces (Cameroon)
mistral,CAO4935,S,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",14.85,State forces (Cameroon)
mistral,CAO2846,B,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.85, 0.2]",14.84,State forces (Cameroon)
mistral,CAO6346,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",14.25,State forces (Cameroon)
mistral,CAO9881,V,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.6, 0.7]",14.53,State forces (Cameroon)
mistral,CAO5487,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",15.01,State forces (Cameroon)
mistral,CAO12605,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.02]",14.51,State forces (Cameroon)
mistral,CAO12475,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",14.03,State forces (Cameroon)
mistral,CAO7409,S,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.7, 0.6]",14.82,State forces (Cameroon)
mistral,CAO3384,B,B,0.95,"[0.1, 0.95, 0.2, 0.1, 0.1, 0.6]",14.36,State forces (Cameroon)
mistral,CAO12227,B,B,0.95,"[0.1, 0.95, 0.2, 0.1, 0.1, 0.6]",14.35,State forces (Cameroon)
mistral,CAO12122,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",14.26,State forces (Cameroon)
mistral,CAO4139,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.03, 0.77]",14.39,State forces (Cameroon)
mistral,CAO11454,S,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.85, 0.5]",14.66,State forces (Cameroon)
mistral,CAO4242,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",13.95,State forces (Cameroon)
mistral,CAO13564,B,B,0.95,"[0.1, 0.95, 0.2, 0.1, 0.1, 0.6]",14.5,State forces (Cameroon)
mistral,CAO10471,V,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.85]",14.89,State forces (Cameroon)
mistral,CAO4773,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",13.94,State forces (Cameroon)
mistral,CAO4808,B,B,0.95,"[0.1, 0.95, 0.2, 0.1, 0.1, 0.6]",13.92,State forces (Cameroon)
mistral,CAO10307,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",14.03,State forces (Cameroon)
