model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
llama3.2,pred_conf_temp,0.6,11,0.55,10,0.909,20
llama3.2,pred_conf_temp,0.7,11,0.55,10,0.909,20
llama3.2,pred_conf_temp,0.8,11,0.55,10,0.909,20
llama3.2,pred_conf_temp,0.9,0,0.0,0,,20
llama3.2,pred_conf_temp,0.95,0,0.0,0,,20
llama3.2,pred_conf_temp,0.99,0,0.0,0,,20
qwen2.5,pred_conf_temp,0.0,20,1.0,16,0.8,20
qwen2.5,pred_conf_temp,0.1,20,1.0,16,0.8,20
qwen2.5,pred_conf_temp,0.2,20,1.0,16,0.8,20
qwen2.5,pred_conf_temp,0.3,20,1.0,16,0.8,20
qwen2.5,pred_conf_temp,0.4,20,1.0,16,0.8,20
qwen2.5,pred_conf_temp,0.5,20,1.0,16,0.8,20
qwen2.5,pred_conf_temp,0.6,19,0.95,16,0.842,20
qwen2.5,pred_conf_temp,0.7,19,0.95,16,0.842,20
qwen2.5,pred_conf_temp,0.8,0,0.0,0,,20
qwen2.5,pred_conf_temp,0.9,0,0.0,0,,20
qwen2.5,pred_conf_temp,0.95,0,0.0,0,,20
qwen2.5,pred_conf_temp,0.99,0,0.0,0,,20
mistral,pred_conf_temp,0.0,20,1.0,16,0.8,20
mistral,pred_conf_temp,0.1,20,1.0,16,0.8,20
mistral,pred_conf_temp,0.2,20,1.0,16,0.8,20
mistral,pred_conf_temp,0.3,20,1.0,16,0.8,20
mistral,pred_conf_temp,0.4,20,1.0,16,0.8,20
mistral,pred_conf_temp,0.5,20,1.0,16,0.8,20
mistral,pred_conf_temp,0.6,20,1.0,16,0.8,20
mistral,pred_conf_temp,0.7,14,0.7,13,0.929,20
mistral,pred_conf_temp,0.8,0,0.0,0,,20
mistral,pred_conf_temp,0.9,0,0.0,0,,20
mistral,pred_conf_temp,0.95,0,0.0,0,,20
mistral,pred_conf_temp,0.99,0,0.0,0,,20
