model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm
qwen2.5,CAO9881,V,V,1.0,"[1.0, -2.5, -3.8, -4.2, -5.9, -6.7]",5.73,State forces (Cameroon)
qwen2.5,CAO5487,V,V,1.0,"[0.95, 0.03, 0.02, 0.01, 0.01, 0.0]",5.65,State forces (Cameroon)
qwen2.5,CAO12605,V,V,1.0,"[0.95, 0.03, 0.02, 0.01, 0.01, 0.0]",5.48,State forces (Cameroon)
qwen2.5,CAO12475,V,V,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6.32,State forces (Cameroon)
qwen2.5,CAO7409,S,V,1.0,"[0.95, 0.03, 0.01, 0.005, 0.002, 0.001]",5.91,State forces (Cameroon)
qwen2.5,CAO3384,B,B,1.0,"[0.05, 0.9, 0.03, 0.02, 0.01, 0.0]",6.82,State forces (Cameroon)
qwen2.5,CAO12227,B,B,1.0,"[0.05, 0.9, 0.03, 0.02, 0.01, 0.0]",5.66,State forces (Cameroon)
qwen2.5,CAO12122,V,V,1.0,"[0.95, 0.03, 0.02, 0.01, 0.01, 0.0]",5.82,State forces (Cameroon)
qwen2.5,CAO4139,V,V,1.0,"[1.0, -2.3, -1.5, -3.4, -2.8, -3.9]",5.24,State forces (Cameroon)
qwen2.5,CAO11454,S,P,0.95,"[0.05, 0.1, 0.08, 0.7, 0.02, 0.05]",5.63,State forces (Cameroon)
qwen2.5,CAO4242,V,V,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.1,State forces (Cameroon)
qwen2.5,CAO13564,B,B,1.0,"[0.05, 0.85, 0.03, 0.02, 0.04, 0.05]",5.54,State forces (Cameroon)
qwen2.5,CAO10471,V,V,1.0,"[0.95, 0.04, 0.01, 0.02, 0.03, 0.05]",5.8,State forces (Cameroon)
qwen2.5,CAO4773,V,V,1.0,"[0.95, 0.03, 0.01, 0.005, 0.002, 0.001]",5.72,State forces (Cameroon)
qwen2.5,CAO4808,B,B,1.0,"[0.05, 0.9, 0.03, 0.02, 0.01, 0.0]",5.42,State forces (Cameroon)
qwen2.5,CAO10307,V,V,1.0,"[0.95, 0.03, 0.01, 0.005, 0.002, 0.001]",5.7,State forces (Cameroon)
mistral,CAO13748,V,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.7, 0.6]",10.34,State forces (Cameroon)
mistral,CAO4935,S,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",6.9,State forces (Cameroon)
mistral,CAO2846,B,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.85, 0.2]",6.27,State forces (Cameroon)
mistral,CAO6346,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",5.96,State forces (Cameroon)
mistral,CAO9881,V,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.6, 0.7]",6.22,State forces (Cameroon)
mistral,CAO5487,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",5.96,State forces (Cameroon)
mistral,CAO12605,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.005, 0.02]",6.12,State forces (Cameroon)
mistral,CAO12475,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",6.03,State forces (Cameroon)
mistral,CAO7409,S,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.7, 0.6]",6.15,State forces (Cameroon)
mistral,CAO3384,B,B,0.95,"[0.1, 0.95, 0.2, 0.1, 0.1, 0.6]",5.86,State forces (Cameroon)
mistral,CAO12227,B,B,0.95,"[0.1, 0.95, 0.2, 0.1, 0.1, 0.6]",6.32,State forces (Cameroon)
mistral,CAO12122,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",7.23,State forces (Cameroon)
mistral,CAO4139,V,V,0.95,"[0.1, 0.05, 0.02, 0.01, 0.03, 0.77]",6.2,State forces (Cameroon)
mistral,CAO11454,S,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.85, 0.5]",6.21,State forces (Cameroon)
mistral,CAO4242,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",6.58,State forces (Cameroon)
mistral,CAO13564,B,B,0.95,"[0.1, 0.95, 0.2, 0.1, 0.1, 0.6]",6.4,State forces (Cameroon)
mistral,CAO10471,V,V,0.85,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.85]",7.08,State forces (Cameroon)
mistral,CAO4773,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",6.28,State forces (Cameroon)
mistral,CAO4808,B,B,0.95,"[0.1, 0.95, 0.2, 0.1, 0.1, 0.6]",6.49,State forces (Cameroon)
mistral,CAO10307,V,V,0.95,"[0.1, 0.2, 0.3, 0.4, 0.5, 0.95]",6.62,State forces (Cameroon)
