event_id,model,true_label,pred_label,pred_conf_temp,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO15743,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO3671,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO3379,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO15906,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11652,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO12520,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO14795,llama3.2:3b,S,V,0.92,State forces (Cameroon),,,,,,
CAO11454,llama3.2:3b,S,V,0.92,State forces (Cameroon),,,,,,
CAO2871,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO15037,llama3.2:3b,S,V,0.92,State forces (Cameroon),,,,,,
CAO13380,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO11562,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO5844,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO5094,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO11049,llama3.2:3b,S,V,0.92,State forces (Cameroon),,,,,,
CAO15043,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11075,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
