model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm
mistral:7b,CAO9291,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.82,State forces (Cameroon)
mistral:7b,CAO11956,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.87,State forces (Cameroon)
mistral:7b,CAO9683,S,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.88,State forces (Cameroon)
mistral:7b,CAO15779,V,V,0.95,"[0.1, 0.05, 0.3, 0.05, 0.05, 0.4]",0.77,State forces (Cameroon)
mistral:7b,CAO3215,S,E,0.95,"[0.05, 0.1, 0.3, 0.2, 0.1, 0.25]",0.8,State forces (Cameroon)
mistral:7b,CAO13820,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.9,State forces (Cameroon)
mistral:7b,CAO11316,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.9,State forces (Cameroon)
mistral:7b,CAO15410,S,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.0, 0.6]",0.79,State forces (Cameroon)
mistral:7b,CAO12142,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.82,State forces (Cameroon)
mistral:7b,CAO12419,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.94,State forces (Cameroon)
mistral:7b,CAO13635,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.0, 0.6]",0.8,State forces (Cameroon)
mistral:7b,CAO12596,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.85,State forces (Cameroon)
mistral:7b,CAO3698,B,V,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.88,State forces (Cameroon)
mistral:7b,CAO4644,B,B,0.95,"[0.1, 0.3, 0.2, 0.1, 0.1, 0.15]",0.69,State forces (Cameroon)
mistral:7b,CAO4669,V,V,0.95,"[0.1, 0.05, 0.3, 0.2, 0.15, 0.2]",0.83,State forces (Cameroon)
mistral:7b,CAO5454,B,B,0.95,"[0.1, 0.3, 0.35, 0.05, 0.05, 0.15]",0.78,State forces (Cameroon)
mistral:7b,CAO7691,S,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.0, 0.6]",0.84,State forces (Cameroon)
mistral:7b,CAO5725,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.8,State forces (Cameroon)
mistral:7b,CAO10111,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.8,State forces (Cameroon)
mistral:7b,CAO10598,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.84,State forces (Cameroon)
mistral:7b,CAO11023,B,B,0.85,"[0.1, 0.05, 0.1, 0.05, 0.05, 0.6]",0.84,State forces (Cameroon)
mistral:7b,CAO10193,S,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.82,State forces (Cameroon)
mistral:7b,CAO3941,V,V,0.95,"[0.1, 0.05, 0.3, 0.05, 0.05, 0.4]",0.75,State forces (Cameroon)
mistral:7b,CAO15212,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.84,State forces (Cameroon)
mistral:7b,CAO5144,V,V,0.95,"[0.05, 0.01, 0.15, 0.01, 0.01, 0.77]",0.83,State forces (Cameroon)
mistral:7b,CAO14544,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.5]",0.94,State forces (Cameroon)
mistral:7b,CAO10921,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.82,State forces (Cameroon)
mistral:7b,CAO9963,S,E,0.95,"[0.05, 0.1, 0.2, 0.3, 0.15, 0.2]",0.8,State forces (Cameroon)
mistral:7b,CAO10946,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.81,State forces (Cameroon)
mistral:7b,CAO3229,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.05, 0.2]",0.92,State forces (Cameroon)
mistral:7b,CAO12259,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.86,State forces (Cameroon)
mistral:7b,CAO12699,S,R,0.85,"[0.1, 0.05, 0.15, 0.2, 0.1, 0.3]",0.8,State forces (Cameroon)
mistral:7b,CAO4228,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.0, 0.6]",0.79,State forces (Cameroon)
mistral:7b,CAO10960,S,R,0.85,"[0.1, 0.05, 0.15, 0.2, 0.1, 0.3]",0.88,State forces (Cameroon)
mistral:7b,CAO14942,S,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.5]",0.93,State forces (Cameroon)
mistral:7b,CAO3988,V,V,0.95,"[0.1, 0.05, 0.3, 0.05, 0.05, 0.4]",0.78,State forces (Cameroon)
mistral:7b,CAO10854,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.8,State forces (Cameroon)
mistral:7b,CAO10317,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.5]",0.84,State forces (Cameroon)
mistral:7b,CAO4938,B,B,0.95,"[0.1, 0.05, 0.3, 0.2, 0.15, 0.2]",0.85,State forces (Cameroon)
mistral:7b,CAO9996,B,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.76,State forces (Cameroon)
mistral:7b,CAO7870,B,B,0.95,"[0.1, 0.35, 0.2, 0.1, 0.05, 0.15]",0.7,State forces (Cameroon)
mistral:7b,CAO6779,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.76,State forces (Cameroon)
mistral:7b,CAO13662,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.82,State forces (Cameroon)
mistral:7b,CAO11425,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.84,State forces (Cameroon)
mistral:7b,CAO14297,V,V,0.95,"[0.1, 0.05, 0.3, 0.05, 0.05, 0.4]",0.77,State forces (Cameroon)
mistral:7b,CAO11952,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.0, 0.6]",0.86,State forces (Cameroon)
mistral:7b,CAO3731,V,V,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.88,State forces (Cameroon)
