event_id,model,true_label,pred_label,pred_conf_temp,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO14463,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11393,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO10720,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO7337,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12522,olmo2:7b,S,V,0.85,State forces (Cameroon),,,,,,
CAO14463,olmo2:7b,B,V,0.85,State forces (Cameroon),,,,,,
CAO3378,olmo2:7b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO3901,olmo2:7b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO10403,olmo2:7b,B,V,0.85,State forces (Cameroon),,,,,,
CAO10465,olmo2:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO10413,olmo2:7b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO6152,olmo2:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO3880,olmo2:7b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO9182,olmo2:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO8982,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO10901,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO15899,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO4943,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO11497,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12325,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11416,gemma3:4b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO3199,gemma3:4b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO13845,gemma3:4b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12197,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO10177,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO8053,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO15726,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11236,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO10261,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12892,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO3383,gemma3:4b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO6575,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO11075,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO11560,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12836,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO14469,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO5627,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO3379,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO8976,gemma3:4b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO6584,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO10061,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO3141,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO8012,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO14477,gemma3:4b,S,V,0.75,State forces (Cameroon),,,,,,
CAO15043,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO9673,gemma3:4b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO2859,gemma3:4b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO6351,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO10635,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO10869,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO11987,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO10810,gemma3:4b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO10830,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO14795,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12388,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO14665,gemma3:4b,S,V,0.75,State forces (Cameroon),,,,,,
CAO11453,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO6299,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO9765,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO10925,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO13920,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO7409,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO9493,llama3.2:3b,S,V,0.8,State forces (Cameroon),,,,,,
CAO4274,llama3.2:3b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO13957,llama3.2:3b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO9683,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO12379,llama3.2:3b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO12638,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO11972,llama3.2:3b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO12883,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO10635,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO11326,llama3.2:3b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO5141,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO11252,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO12811,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO11115,llama3.2:3b,S,V,0.8,State forces (Cameroon),,,,,,
CAO11497,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO3207,llama3.2:3b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO11205,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO2866,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO15608,llama3.2:3b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO3243,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO3670,llama3.2:3b,S,V,0.8,State forces (Cameroon),,,,,,
CAO12471,llama3.2:3b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO2867,llama3.2:3b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
