model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm
gemma3:4b,CAO14671,S,S,0.8,"[0.05, 0.03, 0.04, 0.07, 0.03, 0.01]",1.09,State forces (Cameroon)
gemma3:4b,CAO4935,S,R,0.8,"[0.05, 0.03, 0.02, 0.05, 0.08, 0.05]",1.08,State forces (Cameroon)
gemma3:4b,CAO8957,B,V,0.88,"[0.05, 0.03, 0.02, 0.15, 0.08, 0.07]",1.06,State forces (Cameroon)
gemma3:4b,CAO10497,V,V,0.85,"[0.05, 0.1, 0.08, 0.12, 0.1, 0.75]",1.1,State forces (Cameroon)
gemma3:4b,CAO12776,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.02]",1.07,State forces (Cameroon)
gemma3:4b,CAO4338,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.02, 0.02]",1.09,State forces (Cameroon)
gemma3:4b,CAO13006,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.09,State forces (Cameroon)
gemma3:4b,CAO4239,B,B,0.9,"[0.05, 0.9, 0.02, 0.01, 0.01, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO8979,B,B,0.92,"[0.04, 0.92, 0.03, 0.02, 0.01, 0.0]",1.1,State forces (Cameroon)
gemma3:4b,CAO13845,B,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.08,State forces (Cameroon)
gemma3:4b,CAO15710,S,V,0.75,"[0.05, 0.1, 0.08, 0.07, 0.05, 0.05]",1.07,State forces (Cameroon)
gemma3:4b,CAO8017,S,V,0.85,"[0.1, 0.05, 0.15, 0.3, 0.2, 0.2]",1.07,State forces (Cameroon)
gemma3:4b,CAO4061,S,S,0.8,"[0.05, 0.03, 0.02, 0.05, 0.07, 0.05]",1.08,State forces (Cameroon)
gemma3:4b,CAO9658,B,B,0.92,"[0.04, 0.92, 0.02, 0.01, 0.01, 0.01]",1.12,State forces (Cameroon)
gemma3:4b,CAO8684,B,B,0.88,"[0.05, 0.15, 0.1, 0.3, 0.2, 0.2]",1.11,State forces (Cameroon)
gemma3:4b,CAO7035,V,V,0.75,"[0.1, 0.05, 0.15, 0.1, 0.2, 0.2]",1.09,State forces (Cameroon)
gemma3:4b,CAO15434,V,V,0.85,"[0.1, 0.05, 0.03, 0.12, 0.08, 0.06]",1.1,State forces (Cameroon)
gemma3:4b,CAO9461,B,V,0.89,"[0.89, 0.03, 0.02, 0.01, 0.02, 0.04]",1.08,State forces (Cameroon)
gemma3:4b,CAO6455,B,B,0.88,"[0.05, 0.15, 0.1, 0.4, 0.15, 0.15]",1.1,State forces (Cameroon)
gemma3:4b,CAO10195,V,V,0.85,"[0.05, 0.1, 0.08, 0.03, 0.12, 0.06]",1.03,State forces (Cameroon)
gemma3:4b,CAO14814,V,V,0.85,"[0.1, 0.05, 0.15, 0.3, 0.2, 0.2]",1.08,State forces (Cameroon)
gemma3:4b,CAO12973,S,E,0.97,"[0.01, 0.01, 0.97, 0.0, 0.0, 0.01]",1.14,State forces (Cameroon)
gemma3:4b,CAO10023,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.01, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO13959,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.13,State forces (Cameroon)
gemma3:4b,CAO14643,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.0]",1.08,State forces (Cameroon)
gemma3:4b,CAO7944,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.02, 0.02]",1.07,State forces (Cameroon)
gemma3:4b,CAO11497,S,V,0.8,"[0.1, 0.05, 0.03, 0.15, 0.15, 0.18]",1.08,State forces (Cameroon)
gemma3:4b,CAO3671,B,V,0.85,"[0.05, 0.15, 0.08, 0.05, 0.1, 0.17]",1.09,State forces (Cameroon)
gemma3:4b,CAO10403,B,V,0.85,"[0.1, 0.05, 0.15, 0.3, 0.2, 0.2]",1.09,State forces (Cameroon)
gemma3:4b,CAO14548,S,V,0.75,"[0.1, 0.05, 0.03, 0.12, 0.15, 0.05]",1.06,State forces (Cameroon)
gemma3:4b,CAO11480,V,V,0.85,"[0.1, 0.05, 0.15, 0.3, 0.25, 0.15]",1.06,State forces (Cameroon)
gemma3:4b,CAO11970,B,V,0.89,"[0.89, 0.03, 0.02, 0.01, 0.02, 0.03]",1.09,State forces (Cameroon)
gemma3:4b,CAO9239,S,E,0.97,"[0.01, 0.01, 0.97, 0.0, 0.01, 0.01]",1.13,State forces (Cameroon)
gemma3:4b,CAO12285,V,V,0.85,"[0.1, 0.05, 0.15, 0.3, 0.2, 0.2]",1.06,State forces (Cameroon)
gemma3:4b,CAO3880,S,S,0.8,"[0.05, 0.03, 0.04, 0.07, 0.03, 0.01]",1.09,State forces (Cameroon)
gemma3:4b,CAO9633,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.12,State forces (Cameroon)
gemma3:4b,CAO4978,V,V,0.85,"[0.1, 0.05, 0.03, 0.12, 0.08, 0.06]",1.08,State forces (Cameroon)
gemma3:4b,CAO4080,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.11,State forces (Cameroon)
gemma3:4b,CAO6193,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.1,State forces (Cameroon)
gemma3:4b,CAO3959,V,V,0.85,"[0.1, 0.05, 0.15, 0.2, 0.3, 0.2]",1.07,State forces (Cameroon)
gemma3:4b,CAO15608,B,V,0.89,"[0.89, 0.05, 0.02, 0.01, 0.02, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO11527,B,B,0.9,"[0.05, 0.03, 0.02, 0.05, 0.03, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO9976,S,E,0.96,"[0.02, 0.01, 0.96, 0.0, 0.01, 0.0]",1.11,State forces (Cameroon)
gemma3:4b,CAO9790,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.02, 0.0]",1.04,State forces (Cameroon)
gemma3:4b,CAO2828,B,B,0.9,"[0.05, 0.9, 0.03, 0.01, 0.02, 0.01]",1.05,State forces (Cameroon)
gemma3:4b,CAO12627,V,V,0.8,"[0.15, 0.1, 0.05, 0.1, 0.2, 0.2]",1.08,State forces (Cameroon)
gemma3:4b,CAO13117,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO3310,V,V,0.85,"[0.1, 0.05, 0.03, 0.02, 0.05, 0.05]",1.07,State forces (Cameroon)
gemma3:4b,CAO6179,V,V,0.85,"[0.05, 0.1, 0.15, 0.1, 0.2, 0.2]",1.08,State forces (Cameroon)
gemma3:4b,CAO13900,V,V,0.89,"[0.89, 0.05, 0.02, 0.01, 0.02, 0.01]",1.1,State forces (Cameroon)
gemma3:4b,CAO14085,S,R,0.75,"[0.08, 0.03, 0.02, 0.05, 0.12, 0.72]",1.09,State forces (Cameroon)
gemma3:4b,CAO15187,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.0]",1.07,State forces (Cameroon)
gemma3:4b,CAO9705,V,V,0.85,"[0.1, 0.05, 0.03, 0.02, 0.05, 0.05]",1.09,State forces (Cameroon)
gemma3:4b,CAO6892,B,B,0.88,"[0.05, 0.15, 0.1, 0.2, 0.3, 0.2]",1.05,State forces (Cameroon)
gemma3:4b,CAO5673,V,V,0.85,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.2]",1.09,State forces (Cameroon)
gemma3:4b,CAO2947,V,V,0.8,"[0.1, 0.05, 0.03, 0.15, 0.15, 0.07]",1.05,State forces (Cameroon)
gemma3:4b,CAO10446,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.05,State forces (Cameroon)
gemma3:4b,CAO10858,B,V,0.85,"[0.1, 0.05, 0.03, 0.12, 0.08, 0.06]",1.09,State forces (Cameroon)
gemma3:4b,CAO5105,B,B,0.92,"[0.04, 0.92, 0.03, 0.02, 0.01, 0.0]",1.08,State forces (Cameroon)
gemma3:4b,CAO11756,V,V,0.88,"[0.05, 0.03, 0.02, 0.1, 0.08, 0.02]",1.1,State forces (Cameroon)
gemma3:4b,CAO7761,B,B,0.88,"[0.05, 0.15, 0.1, 0.2, 0.2, 0.3]",1.1,State forces (Cameroon)
gemma3:4b,CAO5330,V,V,0.85,"[0.05, 0.1, 0.08, 0.03, 0.12, 0.06]",1.04,State forces (Cameroon)
gemma3:4b,CAO15406,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.02, 0.02]",1.11,State forces (Cameroon)
gemma3:4b,CAO6494,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.07,State forces (Cameroon)
gemma3:4b,CAO8679,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.02]",1.1,State forces (Cameroon)
gemma3:4b,CAO11862,B,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.08,State forces (Cameroon)
gemma3:4b,CAO7879,B,B,0.9,"[0.05, 0.9, 0.02, 0.01, 0.01, 0.01]",1.11,State forces (Cameroon)
gemma3:4b,CAO3141,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.04,State forces (Cameroon)
gemma3:4b,CAO5272,V,V,0.85,"[0.1, 0.05, 0.15, 0.3, 0.2, 0.2]",1.07,State forces (Cameroon)
gemma3:4b,CAO13702,E,V,0.8,"[0.1, 0.15, 0.18, 0.25, 0.2, 0.12]",1.1,State forces (Cameroon)
gemma3:4b,CAO12108,V,V,0.85,"[0.1, 0.05, 0.15, 0.3, 0.2, 0.2]",1.09,State forces (Cameroon)
gemma3:4b,CAO3149,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.1,State forces (Cameroon)
gemma3:4b,CAO12365,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.1,State forces (Cameroon)
gemma3:4b,CAO4088,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.05,State forces (Cameroon)
gemma3:4b,CAO7957,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.07,State forces (Cameroon)
gemma3:4b,CAO8739,V,V,0.85,"[0.1, 0.05, 0.03, 0.02, 0.08, 0.03]",1.08,State forces (Cameroon)
gemma3:4b,CAO4504,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.01, 0.01]",1.1,State forces (Cameroon)
gemma3:4b,CAO14469,S,V,0.85,"[0.1, 0.05, 0.15, 0.2, 0.3, 0.2]",1.1,State forces (Cameroon)
gemma3:4b,CAO4185,B,B,0.9,"[0.05, 0.9, 0.02, 0.01, 0.01, 0.01]",1.04,State forces (Cameroon)
gemma3:4b,CAO15046,S,V,0.85,"[0.1, 0.05, 0.15, 0.2, 0.3, 0.2]",1.12,State forces (Cameroon)
gemma3:4b,CAO10405,B,B,0.9,"[0.05, 0.9, 0.03, 0.02, 0.02, 0.0]",1.11,State forces (Cameroon)
gemma3:4b,CAO8359,B,V,0.8,"[0.1, 0.05, 0.03, 0.15, 0.15, 0.12]",1.09,State forces (Cameroon)
gemma3:4b,CAO11538,S,V,0.75,"[0.1, 0.05, 0.03, 0.12, 0.15, 0.05]",1.11,State forces (Cameroon)
gemma3:4b,CAO9044,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.07,State forces (Cameroon)
gemma3:4b,CAO12240,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.01, 0.01]",1.11,State forces (Cameroon)
gemma3:4b,CAO11000,S,V,0.85,"[0.05, 0.03, 0.02, 0.08, 0.06, 0.06]",1.11,State forces (Cameroon)
gemma3:4b,CAO6030,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.0]",1.08,State forces (Cameroon)
gemma3:4b,CAO6121,V,V,0.85,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.2]",1.12,State forces (Cameroon)
gemma3:4b,CAO5190,V,V,0.85,"[0.1, 0.05, 0.03, 0.02, 0.05, 0.05]",1.08,State forces (Cameroon)
gemma3:4b,CAO3145,V,V,0.85,"[0.1, 0.05, 0.03, 0.02, 0.08, 0.02]",1.13,State forces (Cameroon)
gemma3:4b,CAO9333,S,V,0.75,"[0.1, 0.05, 0.03, 0.12, 0.08, 0.06]",1.07,State forces (Cameroon)
gemma3:4b,CAO3511,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.1,State forces (Cameroon)
gemma3:4b,CAO9359,S,V,0.8,"[0.1, 0.05, 0.03, 0.15, 0.15, 0.12]",1.08,State forces (Cameroon)
gemma3:4b,CAO12441,V,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.13,State forces (Cameroon)
gemma3:4b,CAO8023,S,E,0.97,"[0.01, 0.01, 0.97, 0.0, 0.0, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO3899,S,S,0.8,"[0.05, 0.03, 0.04, 0.05, 0.03, 0.03]",1.05,State forces (Cameroon)
gemma3:4b,CAO5141,S,P,0.8,"[0.05, 0.03, 0.02, 0.08, 0.06, 0.06]",1.09,State forces (Cameroon)
gemma3:4b,CAO6034,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.02, 0.02]",1.12,State forces (Cameroon)
gemma3:4b,CAO12569,B,V,0.85,"[0.05, 0.15, 0.1, 0.2, 0.3, 0.2]",1.06,State forces (Cameroon)
gemma3:4b,CAO15525,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.02, 0.0]",1.08,State forces (Cameroon)
gemma3:4b,CAO8160,S,R,0.75,"[0.05, 0.03, 0.02, 0.05, 0.15, 0.05]",1.1,State forces (Cameroon)
gemma3:4b,CAO7007,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.2, 0.2]",1.08,State forces (Cameroon)
gemma3:4b,CAO5832,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.01, 0.01]",1.09,State forces (Cameroon)
gemma3:4b,CAO15743,S,V,0.85,"[0.05, 0.1, 0.15, 0.3, 0.2, 0.2]",1.1,State forces (Cameroon)
gemma3:4b,CAO5397,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.06,State forces (Cameroon)
gemma3:4b,CAO4207,V,V,0.85,"[0.1, 0.05, 0.03, 0.02, 0.05, 0.05]",1.08,State forces (Cameroon)
gemma3:4b,CAO4815,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO3470,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.0]",1.09,State forces (Cameroon)
gemma3:4b,CAO9866,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.11,State forces (Cameroon)
gemma3:4b,CAO15919,V,V,0.89,"[0.89, 0.03, 0.02, 0.01, 0.02, 0.04]",1.08,State forces (Cameroon)
gemma3:4b,CAO7976,B,B,0.88,"[0.05, 0.15, 0.1, 0.2, 0.2, 0.3]",1.1,State forces (Cameroon)
gemma3:4b,CAO12000,S,P,0.8,"[0.05, 0.03, 0.02, 0.1, 0.08, 0.02]",1.1,State forces (Cameroon)
gemma3:4b,CAO6351,S,S,0.8,"[0.05, 0.03, 0.04, 0.07, 0.03, 0.01]",1.06,State forces (Cameroon)
gemma3:4b,CAO17219,V,V,0.88,"[0.05, 0.1, 0.15, 0.3, 0.2, 0.2]",1.07,State forces (Cameroon)
gemma3:4b,CAO15901,S,B,0.88,"[0.05, 0.15, 0.1, 0.2, 0.25, 0.25]",1.11,State forces (Cameroon)
gemma3:4b,CAO12651,B,B,0.9,"[0.05, 0.9, 0.02, 0.01, 0.01, 0.01]",1.11,State forces (Cameroon)
gemma3:4b,CAO14256,S,V,0.75,"[0.1, 0.05, 0.03, 0.12, 0.15, 0.05]",1.1,State forces (Cameroon)
gemma3:4b,CAO4741,V,V,0.85,"[0.05, 0.1, 0.08, 0.03, 0.12, 0.06]",1.09,State forces (Cameroon)
gemma3:4b,CAO11427,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.0]",1.09,State forces (Cameroon)
gemma3:4b,CAO11938,B,B,0.88,"[0.05, 0.15, 0.1, 0.2, 0.25, 0.25]",1.1,State forces (Cameroon)
gemma3:4b,CAO5844,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.02, 0.0]",1.12,State forces (Cameroon)
gemma3:4b,CAO4188,B,V,0.85,"[0.05, 0.15, 0.05, 0.1, 0.15, 0.1]",1.09,State forces (Cameroon)
gemma3:4b,CAO9208,B,V,0.85,"[0.05, 0.15, 0.1, 0.1, 0.2, 0.2]",1.09,State forces (Cameroon)
gemma3:4b,CAO15607,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.01, 0.01]",1.1,State forces (Cameroon)
gemma3:4b,CAO9136,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO3916,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.06,State forces (Cameroon)
gemma3:4b,CAO3960,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.11,State forces (Cameroon)
gemma3:4b,CAO11829,S,V,0.85,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.2]",1.09,State forces (Cameroon)
gemma3:4b,CAO10061,S,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.09,State forces (Cameroon)
gemma3:4b,CAO10413,S,V,0.8,"[0.1, 0.05, 0.05, 0.15, 0.15, 0.05]",1.08,State forces (Cameroon)
gemma3:4b,CAO11065,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.09,State forces (Cameroon)
gemma3:4b,CAO11682,S,S,0.8,"[0.05, 0.03, 0.04, 0.08, 0.06, 0.01]",1.09,State forces (Cameroon)
gemma3:4b,CAO9470,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.02]",1.04,State forces (Cameroon)
gemma3:4b,CAO12712,V,V,0.8,"[0.05, 0.1, 0.08, 0.03, 0.12, 0.04]",1.07,State forces (Cameroon)
gemma3:4b,CAO5093,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.09,State forces (Cameroon)
gemma3:4b,CAO9474,S,V,0.75,"[0.05, 0.03, 0.02, 0.1, 0.08, 0.06]",1.1,State forces (Cameroon)
gemma3:4b,CAO3385,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.0]",1.07,State forces (Cameroon)
gemma3:4b,CAO11977,S,S,0.8,"[0.05, 0.03, 0.04, 0.07, 0.03, 0.01]",1.05,State forces (Cameroon)
gemma3:4b,CAO10307,V,V,0.8,"[0.1, 0.05, 0.03, 0.15, 0.15, 0.12]",1.1,State forces (Cameroon)
gemma3:4b,CAO11073,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.12,State forces (Cameroon)
gemma3:4b,CAO9291,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.09,State forces (Cameroon)
gemma3:4b,CAO11956,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.01, 0.01]",1.05,State forces (Cameroon)
gemma3:4b,CAO9683,S,V,0.8,"[0.05, 0.1, 0.08, 0.03, 0.12, 0.64]",1.06,State forces (Cameroon)
gemma3:4b,CAO15779,V,V,0.85,"[0.05, 0.1, 0.15, 0.3, 0.2, 0.2]",1.05,State forces (Cameroon)
gemma3:4b,CAO3215,S,E,0.97,"[0.01, 0.01, 0.97, 0.0, 0.01, 0.01]",1.11,State forces (Cameroon)
gemma3:4b,CAO13820,V,V,0.85,"[0.1, 0.05, 0.03, 0.12, 0.08, 0.06]",1.08,State forces (Cameroon)
gemma3:4b,CAO11316,V,V,0.85,"[0.1, 0.05, 0.03, 0.12, 0.08, 0.06]",1.04,State forces (Cameroon)
gemma3:4b,CAO15410,S,V,0.85,"[0.1, 0.05, 0.03, 0.12, 0.15, 0.15]",1.1,State forces (Cameroon)
gemma3:4b,CAO12142,V,V,0.89,"[0.89, 0.03, 0.02, 0.01, 0.02, 0.04]",1.08,State forces (Cameroon)
gemma3:4b,CAO12419,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.02]",1.09,State forces (Cameroon)
gemma3:4b,CAO13635,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.09,State forces (Cameroon)
gemma3:4b,CAO12596,B,V,0.85,"[0.1, 0.15, 0.18, 0.32, 0.15, 0.1]",1.08,State forces (Cameroon)
gemma3:4b,CAO3698,B,V,0.85,"[0.05, 0.15, 0.1, 0.2, 0.3, 0.2]",1.08,State forces (Cameroon)
gemma3:4b,CAO4644,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.0]",1.09,State forces (Cameroon)
gemma3:4b,CAO4669,V,V,0.8,"[0.05, 0.1, 0.08, 0.03, 0.12, 0.06]",1.1,State forces (Cameroon)
gemma3:4b,CAO5454,B,B,0.92,"[0.04, 0.92, 0.03, 0.01, 0.01, 0.01]",1.11,State forces (Cameroon)
gemma3:4b,CAO7691,S,S,0.8,"[0.05, 0.03, 0.04, 0.07, 0.03, 0.01]",1.07,State forces (Cameroon)
gemma3:4b,CAO5725,V,V,0.88,"[0.1, 0.05, 0.15, 0.3, 0.2, 0.2]",1.09,State forces (Cameroon)
gemma3:4b,CAO10111,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.01, 0.01]",1.1,State forces (Cameroon)
gemma3:4b,CAO10598,B,B,0.9,"[0.05, 0.9, 0.02, 0.01, 0.01, 0.01]",1.11,State forces (Cameroon)
gemma3:4b,CAO11023,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.02]",1.1,State forces (Cameroon)
gemma3:4b,CAO10193,S,V,0.85,"[0.05, 0.15, 0.08, 0.12, 0.1, 0.1]",1.05,State forces (Cameroon)
gemma3:4b,CAO3941,V,V,0.85,"[0.1, 0.05, 0.15, 0.1, 0.25, 0.15]",1.03,State forces (Cameroon)
gemma3:4b,CAO15212,V,V,0.85,"[0.05, 0.1, 0.08, 0.03, 0.12, 0.84]",0.93,State forces (Cameroon)
gemma3:4b,CAO5144,V,V,0.85,"[0.15, 0.05, 0.03, 0.04, 0.12, 0.01]",1.02,State forces (Cameroon)
gemma3:4b,CAO14544,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.01, 0.01]",0.94,State forces (Cameroon)
gemma3:4b,CAO10921,V,V,0.85,"[0.05, 0.15, 0.08, 0.12, 0.1, 0.1]",0.92,State forces (Cameroon)
gemma3:4b,CAO9963,S,E,0.97,"[0.01, 0.01, 0.97, 0.0, 0.0, 0.02]",0.99,State forces (Cameroon)
gemma3:4b,CAO10946,B,B,0.9,"[0.05, 0.9, 0.02, 0.01, 0.01, 0.01]",0.96,State forces (Cameroon)
gemma3:4b,CAO3229,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.01, 0.02]",0.95,State forces (Cameroon)
gemma3:4b,CAO12259,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",1.01,State forces (Cameroon)
gemma3:4b,CAO12699,S,P,0.8,"[0.05, 0.03, 0.02, 0.08, 0.06, 0.06]",1.07,State forces (Cameroon)
gemma3:4b,CAO4228,V,V,0.85,"[0.05, 0.1, 0.08, 0.07, 0.05, 0.05]",1.06,State forces (Cameroon)
gemma3:4b,CAO10960,S,V,0.8,"[0.1, 0.05, 0.03, 0.15, 0.12, 0.07]",1.08,State forces (Cameroon)
gemma3:4b,CAO14942,S,V,0.85,"[0.1, 0.05, 0.15, 0.3, 0.2, 0.2]",1.0,State forces (Cameroon)
gemma3:4b,CAO3988,V,V,0.85,"[0.1, 0.05, 0.03, 0.02, 0.05, 0.05]",1.08,State forces (Cameroon)
gemma3:4b,CAO10854,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.02,State forces (Cameroon)
gemma3:4b,CAO10317,B,V,0.85,"[0.05, 0.15, 0.1, 0.2, 0.2, 0.3]",0.98,State forces (Cameroon)
gemma3:4b,CAO4938,B,B,0.92,"[0.05, 0.92, 0.02, 0.01, 0.01, 0.01]",0.99,State forces (Cameroon)
gemma3:4b,CAO9996,B,V,0.85,"[0.1, 0.05, 0.15, 0.2, 0.3, 0.2]",1.09,State forces (Cameroon)
gemma3:4b,CAO7870,B,B,0.9,"[0.05, 0.9, 0.02, 0.01, 0.01, 0.01]",1.08,State forces (Cameroon)
gemma3:4b,CAO6779,V,V,0.85,"[0.05, 0.1, 0.08, 0.03, 0.12, 0.06]",1.06,State forces (Cameroon)
gemma3:4b,CAO13662,B,B,0.92,"[0.05, 0.92, 0.03, 0.02, 0.02, 0.0]",1.12,State forces (Cameroon)
gemma3:4b,CAO11425,B,B,0.92,"[0.05, 0.92, 0.03, 0.01, 0.02, 0.01]",1.01,State forces (Cameroon)
