event_id,model,true_label,pred_label,pred_conf_temp,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO3901,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO15046,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO6151,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO12077,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO6152,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO12471,llama3.2:3b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO14078,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO14676,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO14854,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11931,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11453,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO9493,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO2867,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12596,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO12509,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO9963,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12197,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO15246,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO6193,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO15743,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO3671,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO3379,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO11652,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO12520,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO11454,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO15037,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO13380,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO11562,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO5094,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
CAO11049,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO15043,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11075,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
