model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
olmo2:7b,pred_conf_temp,0.5,200,1.0,158,0.79,200
olmo2:7b,pred_conf_temp,0.6,200,1.0,158,0.79,200
olmo2:7b,pred_conf_temp,0.7,191,0.955,151,0.791,200
olmo2:7b,pred_conf_temp,0.8,165,0.825,134,0.812,200
olmo2:7b,pred_conf_temp,0.9,104,0.52,85,0.817,200
olmo2:7b,pred_conf_temp,0.95,3,0.015,2,0.667,200
olmo2:7b,pred_conf_temp,0.99,2,0.01,2,1.0,200
gemma3:4b,pred_conf_temp,0.0,200,1.0,91,0.455,200
gemma3:4b,pred_conf_temp,0.1,200,1.0,91,0.455,200
gemma3:4b,pred_conf_temp,0.2,200,1.0,91,0.455,200
gemma3:4b,pred_conf_temp,0.3,200,1.0,91,0.455,200
gemma3:4b,pred_conf_temp,0.4,200,1.0,91,0.455,200
gemma3:4b,pred_conf_temp,0.5,200,1.0,91,0.455,200
gemma3:4b,pred_conf_temp,0.6,200,1.0,91,0.455,200
gemma3:4b,pred_conf_temp,0.7,200,1.0,91,0.455,200
gemma3:4b,pred_conf_temp,0.8,197,0.985,91,0.462,200
gemma3:4b,pred_conf_temp,0.9,28,0.14,19,0.679,200
gemma3:4b,pred_conf_temp,0.95,0,0.0,0,,200
gemma3:4b,pred_conf_temp,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf_temp,0.0,200,1.0,129,0.645,200
llama3.2:3b,pred_conf_temp,0.1,200,1.0,129,0.645,200
llama3.2:3b,pred_conf_temp,0.2,197,0.985,128,0.65,200
llama3.2:3b,pred_conf_temp,0.3,197,0.985,128,0.65,200
llama3.2:3b,pred_conf_temp,0.4,197,0.985,128,0.65,200
llama3.2:3b,pred_conf_temp,0.5,197,0.985,128,0.65,200
llama3.2:3b,pred_conf_temp,0.6,197,0.985,128,0.65,200
llama3.2:3b,pred_conf_temp,0.7,197,0.985,128,0.65,200
llama3.2:3b,pred_conf_temp,0.8,195,0.975,128,0.656,200
llama3.2:3b,pred_conf_temp,0.9,74,0.37,56,0.757,200
llama3.2:3b,pred_conf_temp,0.95,1,0.005,0,0.0,200
llama3.2:3b,pred_conf_temp,0.99,1,0.005,0,0.0,200
